,,,"Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6"
2011/07/17,2011,198,34.64,21.69,0.928,24.34,0,3.033,31.89,17.14,1.083,34.36,,0,2.725,30.35,8.71,1.419,67.58,,0,0.584,,,,,,,
2011/07/18,2011,199,33.27,25.81,1.437,38.07,0,2.491,31.08,22.28,1.5,46.14,,0,2.181,29.3,14.88,1.843,78.6,,0,0.459,,,,,,,
2011/07/19,2011,200,32.37,21.54,1.405,39.67,1.778,1.895,29.11,17.18,1.419,49.44,,2.286,2.823,27.72,10.25,1.755,82.7,,0,0.518,,,,,,,
2011/07/20,2011,201,30.37,16.97,1.2,43.03,0,2.17,28.5,13.02,1.207,50.85,,0,2.007,27.1,7.67,1.311,76.9,,0,0.503,,,,,,,
2011/07/21,2011,202,32.12,18.88,0.88,27.85,0,2.807,30.59,15.86,0.947,35.74,,0,2.119,28.77,7.53,1.165,67.44,,0,0.494,,,,,,,
2011/07/22,2011,203,33.39,21.75,0.488,14.59,0,3.152,31.22,17.13,0.681,25.17,,0,2.817,29.02,7.25,1.007,60.29,,0,0.636,,,,,,,
2011/07/23,2011,204,31.65,18.53,1.089,35.67,0,2.548,30.09,14.5,1.141,44.51,,0,2.006,28.27,7.47,1.249,70.7,,0,0.49,,,,,,,
2011/07/24,2011,205,35.16,20.8,0.976,27.39,0,2.111,33.21,18.76,1.069,35.19,,0,2.202,31.1,8.97,1.354,70.2,,0,0.465,,,,,,,
2011/07/25,2011,206,31.4,21.76,1.147,33.04,0.762,2.786,30.09,17.79,1.308,45.68,,0.762,2.175,27.91,10.62,1.682,81.4,,0,0.46,,,,,,,
2011/07/26,2011,207,30.67,21.16,1.484,48.05,0,2.494,28.26,17.28,1.475,58.2,,0,2.357,26.38,11.22,1.609,85,,0,0.573,,,,,,,
2011/07/27,2011,208,30,18.93,1.399,48.09,0,2.244,29.02,15.24,1.393,56.98,,0,1.852,26.76,9.49,1.483,80.3,,0,0.519,,,,,,,
2011/07/28,2011,209,31.7,18.99,1.194,39.19,0,2.535,30.51,15.48,1.203,46.66,,0,1.935,28.66,9.1,1.328,72.5,,0,0.467,,,,,,,
2011/07/29,2011,210,34.7,22.06,1.069,30.01,0,2.782,32.22,17.86,1.173,39.75,,0,2.009,30.45,10.05,1.368,68.19,,0,0.493,,,,,,,
2011/07/30,2011,211,31.08,23.32,1.306,37.34,0,2.599,29.89,19.94,1.416,47.89,,0,1.722,29.39,11.65,1.754,80.4,,0,0.5,,,,,,,
2011/07/31,2011,212,31.06,20.75,1.712,55.78,1.778,2.051,29.41,17.83,1.716,66.95,,2.032,1.48,26.82,13.91,1.861,87.3,,0,0.46,,,,,,,
2011/08/01,2011,213,27.57,18.91,1.933,73.3,16,1.607,25.72,17.03,1.815,79.7,,18.8,1.601,23.88,11.23,1.75,92.7,,0,0.55,,,,,,,
2011/08/02,2011,214,30.97,19.16,1.529,50.17,0,1.61,29.41,15.7,1.465,56.63,,3.81,1.843,27.81,9.69,1.549,80.1,,0,0.475,,,,,,,
2011/08/03,2011,215,29.08,18.35,1.547,55.26,4.572,2.577,27.6,14.97,1.526,65.38,,4.318,2.204,25.46,11.17,1.578,84.4,,0,0.571,,,,,,,
2011/08/04,2011,216,31.9,19.36,1.348,45.07,0.508,2.38,29.07,15.78,1.38,55.38,,0.508,2.086,27.16,9.75,1.522,85.7,,0,0.491,,,,,,,
2011/08/05,2011,217,31.24,20.29,0.886,28.23,0,2.759,29.85,16.26,0.951,36.17,,0,2.532,28.04,8.33,1.179,71.4,,0,0.584,,,,,,,
2011/08/06,2011,218,32.87,20.82,0.496,16.03,0,2.747,29.99,15.98,0.611,24.13,,0,3.051,28.76,7.08,1.002,64.47,,0,0.62,,,,,,,
2011/08/07,2011,219,32.38,20.34,0.455,14.07,0,3.076,30.64,15.9,0.661,24.87,,0,2.473,28.2,6.417,0.996,63.32,,0,0.479,,,,,,,
2011/08/08,2011,220,32.49,21.05,0.656,19.74,0,2.751,31.03,16.33,0.804,29.35,,0,2.018,28.97,7.54,1.122,66.71,,0,0.464,,,,,,,
2011/08/09,2011,221,30.72,20.68,0.608,18.58,0,2.986,29.63,16.6,0.737,27.75,,0,2.354,27.41,7.4,1.032,64.26,,0,0.559,,,,,,,
2011/08/10,2011,222,31.95,18.6,0.684,21.51,0,2.64,30.42,15.24,0.798,30.09,,0,2.089,29.12,6.533,1.069,65.37,,0,0.481,,,,,,,
2011/08/11,2011,223,31.08,20.51,0.748,23,0,2.963,29.68,16.62,0.853,31.92,,0,2.273,27.92,7.63,1.104,66.23,,0,0.519,,,,,,,
2011/08/12,2011,224,31.61,19.18,0.824,26.57,0,2.372,30.21,15.9,0.908,34.55,,0,2.126,28.42,7.09,1.122,67.23,,0,0.474,,,,,,,
2011/08/13,2011,225,35.06,21.32,0.765,19.81,0,2.649,32.1,20.13,0.826,24.44,,0,3.519,31.07,7.95,1.236,62.71,,0,0.582,,,,,,,
2011/08/14,2011,226,32.64,19.6,1.295,39.64,0.254,2.146,31.66,15.67,1.363,50.59,,5.08,1.688,27.44,11.19,1.547,77.3,,0,0.513,,,,,,,
2011/08/15,2011,227,31.06,17.82,1.491,51.99,2.794,2.865,28.06,15.09,1.438,58.3,,1.524,2.516,27.1,10.28,1.54,81.9,,0,0.643,,,,,,,
2011/08/16,2011,228,30.15,19.43,1.25,41.69,0,2,29.79,16.7,1.225,46.65,,0,2.314,27.46,8.69,1.353,77.3,,0,0.515,,,,,,,
2011/08/17,2011,229,33.8,19.74,0.829,25.42,0,2.573,31.4,17.52,0.889,32.1,,0,2.216,29.2,8.81,1.209,70.1,,0,0.495,,,,,,,
2011/08/18,2011,230,34.25,21.33,0.626,18.16,0,2.825,32.58,17.44,0.799,28.03,,0,2.153,30,8.16,1.169,65.93,,0,0.452,,,,,,,
2011/08/19,2011,231,33.14,21.5,1.153,32.83,0,2.202,31.3,18.66,1.228,41.68,,0,2.009,29.43,11,1.509,77.2,,0,0.502,,,,,,,
2011/08/20,2011,232,34.45,23.08,1.19,33.18,0,2.462,31.91,18.13,1.283,45.57,,0.762,2.411,30.19,10.58,1.48,77.4,,0,0.518,,,,,,,
2011/08/21,2011,233,34.92,22.22,1.024,28.75,0,2.262,32.11,18.14,1.095,37.86,,0,2.571,30.23,9.77,1.368,74.7,,0,0.567,,,,,,,
2011/08/22,2011,234,34.92,22.85,0.91,25.25,0,2.92,32.86,18.6,1.003,34.07,,0,2.567,30.36,10.02,1.281,68.06,,0,0.538,,,,,,,
2011/08/23,2011,235,34.69,22.88,0.926,25.25,0,2.784,33.17,19.47,1.016,33.28,,0,2.127,30.98,11,1.325,66.28,,0,0.478,,,,,,,
2011/08/24,2011,236,35.65,23.39,0.977,24.74,0,2.002,34.04,19.95,1.06,31.83,,0,2.269,32.33,10.35,1.516,71.6,,0,0.477,,,,,,,
2011/08/25,2011,237,34.92,24.05,1.119,28.59,0,1.94,33.3,20.69,1.186,36.28,,0,2.106,31.2,12.81,1.567,71.6,,0,0.52,,,,,,,
2011/08/26,2011,238,35.58,22.6,1.127,30.36,0,1.843,33.95,19.73,1.193,36.5,,0,1.979,31.86,11.28,1.509,71.3,,0,0.461,,,,,,,
2011/08/27,2011,239,34.87,23.18,1.32,34.72,0,1.927,32.76,18.94,1.362,42.68,,0.254,2.015,31.1,12.88,1.573,69.58,,0,0.508,,,,,,,
2011/08/28,2011,240,31.41,17.93,1.701,56.01,9.4,2.053,29.02,16.13,1.696,67.37,,5.08,1.777,27.66,11.93,1.783,85.6,,0,0.519,,,,,,,
2011/08/29,2011,241,32.45,18.84,1.565,53.6,1.016,1.866,30.15,15.03,1.479,59.8,,0,1.96,28.44,10.8,1.506,81.1,,0,0.506,,,,,,,
2011/08/30,2011,242,32.97,20.31,1.192,36.46,0,2.355,31.25,17.04,1.238,45.29,,0,2.119,28.52,9.88,1.449,77.1,,0,0.523,,,,,,,
2011/08/31,2011,243,33.91,22.04,0.88,25.33,0,2.191,31.17,18.42,0.865,28.76,,0,4.338,29.08,10.24,1.125,59.24,,0,1.238,,,,,,,
2011/09/01,2011,244,27.92,16.95,0.787,29.43,0,2.109,27.64,14.09,0.761,33.56,,0,2.263,25.86,5.867,0.916,64.38,,0,0.611,,,,,,,
2011/09/02,2011,245,26.53,15.63,0.731,30.79,0,2.7,25.98,11.87,0.761,38.81,,0,2.498,23.75,4.996,0.895,67.2,,0,0.589,,,,,,,
2011/09/03,2011,246,28.71,16.48,0.504,19.87,0,2.854,27.81,12.48,0.575,27.39,,0,2.203,25.89,3.827,0.788,59.65,,0,0.507,,,,,,,
2011/09/04,2011,247,30.91,15.86,0.634,22.93,0,1.813,29.97,14.42,0.666,26.94,,0,2.136,26.97,4.448,0.913,64.25,,0,0.526,,,,,,,
2011/09/05,2011,248,28.38,19.89,0.791,27.32,0,2.121,26.81,16.35,0.809,32.99,,0,1.964,25.42,6.868,1.105,69.7,,0,0.588,,,,,,,
2011/09/06,2011,249,25.73,18.11,1.111,42.84,0,3.258,24.84,14.05,1.076,49.06,,0,2.757,23.08,6.965,1.164,76.2,,0,0.478,,,,,,,
2011/09/07,2011,250,27.31,19.01,1.017,36.46,0,3.821,26.93,15.61,0.996,41.81,,0,3.09,25,5.542,1.051,66.12,,0,0.506,,,,,,,
2011/09/08,2011,251,27.76,18.97,0.916,33.2,0,4.373,26.44,15.22,0.917,38.78,,0,3.879,24.67,7.26,1.055,63.73,,0,0.512,,,,,,,
2011/09/09,2011,252,28.87,19.21,0.883,31.75,0,3.629,27.27,15.53,0.878,36.66,,0,2.997,25.54,7.14,1.075,70.4,,0,0.498,,,,,,,
2011/09/10,2011,253,28.34,17.89,0.972,38.66,1.778,2.71,24.92,14.11,0.994,48.96,,2.286,2.532,23.2,5.709,1.098,83.7,,0,0.499,,,,,,,
2011/09/11,2011,254,26.77,17.44,1.113,46.01,0,1.785,24.25,13.45,1.1,55.03,,0,2.228,22.56,6.25,1.191,82.2,,0,0.631,,,,,,,
2011/09/12,2011,255,26.73,15.44,1.069,46.12,0,2.112,24.56,13.07,1.028,52.99,,0,2.124,22.53,6.581,1.081,77.6,,0,0.575,,,,,,,
2011/09/13,2011,256,26.62,16.87,0.907,37.59,0,2.657,25.58,12.88,0.901,45.3,,0,2.007,23.41,6.308,0.987,72.2,,0,0.557,,,,,,,
2011/09/14,2011,257,26.64,17.57,0.938,38.12,0,1.769,25.43,14.07,0.942,45.88,,0,2.031,23.42,5.622,1.043,75.2,,0,0.492,,,,,,,
2011/09/15,2011,258,26.37,15.57,1.078,45.99,0,2.409,24.35,11.74,1.055,54.38,,0,2.033,22.17,5.767,1.075,75.6,,0,0.586,,,,,,,
2011/09/16,2011,259,22.49,14.16,1.256,62.57,3.556,2.292,21.57,10.91,1.177,71,,4.064,1.878,19.84,5.874,1.136,88.4,,0,0.635,,,,,,,
2011/09/17,2011,260,22.01,12.84,1.191,63.16,0.254,2.139,20.03,9.5,1.116,70.9,,1.016,1.59,18.04,5.093,1.086,86.9,,0,0.624,,,,,,,
2011/09/18,2011,261,24.6,14.15,0.885,43.15,0,2.821,23.37,10.47,0.871,51.75,,0,2.13,20.52,4.392,0.883,76.2,,0,0.616,,,,,,,
2011/09/19,2011,262,27.1,14.8,0.8,34.42,0,2.898,25.42,11.99,0.826,43.3,,0,2.324,23.67,4.731,0.898,71.5,,0,0.622,,,,,,,
2011/09/20,2011,263,25.17,15.62,0.815,35.78,0,2.959,23.97,11.53,0.823,44.7,,0,2.304,21.52,4.693,0.883,71.9,,0,0.742,,,,,,,
2011/09/21,2011,264,26.63,15.57,0.786,34.34,0,3.04,25.26,11.93,0.799,43.13,,0,2.203,22.29,4.438,0.867,71.3,,0,0.681,,,,,,,
2011/09/22,2011,265,27.11,15.94,0.655,28.54,0,3.106,26.3,11.59,0.676,36.11,,0,2.452,24.54,3.642,0.787,67.92,,0,0.562,,,,,,,
2011/09/23,2011,266,28.58,16.27,0.555,21.87,0,2.86,27.59,13.06,0.61,29.42,,0,2.456,25.92,4.518,0.779,61.03,,0,0.593,,,,,,,
2011/09/24,2011,267,28.23,16.38,0.571,22.56,0,2.789,26.9,13.27,0.624,30.17,,0,2.218,24.95,3.769,0.789,63.02,,0,0.507,,,,,,,
2011/09/25,2011,268,30.03,16.01,0.615,22.99,0,2.619,28,14.12,0.656,29.23,,0,2.311,26.03,5.064,0.833,60.87,,0,0.5,,,,,,,
2011/09/26,2011,269,26.51,16.95,0.877,34.11,0,2.532,25.33,13.61,0.879,41.62,,0,2.083,23.53,6.327,0.98,69.29,,0,0.598,,,,,,,
2011/09/27,2011,270,28.95,16.96,0.793,31.19,0,3.021,27.35,13.16,0.802,38.2,,0,2.135,25.38,5.21,0.892,65.62,,0,0.517,,,,,,,
2011/09/28,2011,271,29.72,18.18,0.789,28.65,0,2.618,27.92,15.5,0.822,35.8,,0,2.435,26.19,6.639,0.931,64.72,,0,0.536,,,,,,,
2011/09/29,2011,272,30.04,17.91,0.77,27.61,0,2.159,28.79,14.83,0.787,33.65,,0,2.568,26.57,5.74,0.917,64.63,,0,0.637,,,,,,,
2011/09/30,2011,273,31.75,18.63,0.717,23.81,0,2.17,30.16,15.29,0.744,30.36,,0,2.168,28.11,5.412,0.905,62.96,,0,0.639,,,,,,,
2011/10/01,2011,274,28.42,19.51,0.821,28.81,0,2.498,25.95,16.04,0.838,35.81,,0,3.131,24.9,7.22,0.952,64.09,,0,0.798,,,,,,,
2011/10/02,2011,275,27.88,18.65,0.861,31.7,0,2.458,25.42,15.05,0.862,38.72,,0,2.952,24.26,7.14,0.951,64.41,,0,0.788,,,,,,,
2011/10/03,2011,276,28.34,17.77,0.929,35.83,0,1.966,26.41,14.57,0.928,42.67,,0,2.189,24.95,6.219,1.004,68.3,,0,0.656,,,,,,,
2011/10/04,2011,277,23.7,15.08,1.25,58.32,2.794,1.724,21.84,11.06,1.164,65.54,,3.048,1.745,20.28,7.31,1.14,81.4,,0,0.606,,,,,,,
2011/10/05,2011,278,16.97,6.84,1.103,70.9,10.92,2.179,14.45,2.937,0.995,78.8,,13.46,3.417,12.75,0.082,0.941,94.8,,0,1.051,,,,,,,
2011/10/06,2011,279,8.78,3.339,0.793,86.2,23.62,1.108,5.818,1.538,0.695,92.2,,9.65,1.559,1.913,-0.422,0.619,100.2,,0,0.917,,,,,,,
2011/10/07,2011,280,8.46,5.586,0.789,78,1.27,0.817,5.782,2.056,0.713,87.4,,2.54,0.762,2.387,-1.322,0.629,98.5,,0,0.476,,,,,,,
2011/10/08,2011,281,13.34,5.729,0.922,83.1,2.032,1.579,12.06,2.782,0.823,88.8,,2.032,0.808,8.05,-1.078,0.694,97.1,,0,0.471,,,,,,,
2011/10/09,2011,282,16.85,7.14,0.792,60.95,0,2.231,15.56,3.492,0.733,69.77,,0,1.98,11.67,-2.03,0.645,89.1,,0,0.501,,,,,,,
2011/10/10,2011,283,18.61,7.97,0.82,56.91,0.254,2.343,16.09,4.959,0.776,65.58,,0.508,2.671,14.14,-1.254,0.713,81.6,,0,0.842,,,,,,,
2011/10/11,2011,284,19.63,11.31,1.045,64.55,0,1.492,17.42,7.19,0.957,72.1,,0,1.816,14.8,1.118,0.902,89.9,,0,0.679,,,,,,,
2011/10/12,2011,285,19,9.45,0.729,49.59,0,2.985,18.07,5.406,0.674,57.16,,0,2.448,14.85,-0.622,0.627,78.4,,0,0.794,,,,,,,
2011/10/13,2011,286,22.82,10.7,0.67,38.57,0,2.516,21.41,7.56,0.668,45.94,,0,2.183,19.46,-0.168,0.661,71.1,,0,0.532,,,,,,,
2011/10/14,2011,287,24.45,12.58,0.787,38.38,0,2.416,23.17,9.95,0.776,45.86,,0,2.454,21.04,1.835,0.78,73.7,,0,0.648,,,,,,,
2011/10/15,2011,288,26.22,15.78,0.796,34.09,0,2.051,25.48,13.5,0.779,39.22,,0,2.401,23.5,4.586,0.845,69.01,,0,0.714,,,,,,,
2011/10/16,2011,289,22.41,12.32,0.838,40.67,0,2.341,20.85,9.28,0.816,48.4,,2.794,1.913,18.82,3.883,0.835,70.1,,0,0.711,,,,,,,
2011/10/17,2011,290,15.74,9.16,0.994,71.1,4.064,1.852,14.42,4.949,0.879,76,,1.524,2.131,11.91,-1.167,0.797,89.5,,0,0.913,,,,,,,
2011/10/18,2011,291,17.13,7.82,0.682,49.8,0,2.265,15.86,4.182,0.633,56.69,,0,2.271,13.17,-2.351,0.606,81.4,,0,0.594,,,,,,,
2011/10/19,2011,292,19.25,8.65,0.66,43.43,0,2.019,18.7,5.487,0.621,48.76,,0,2.293,16.6,-1.516,0.614,76.1,,0,0.554,,,,,,,
2011/10/20,2011,293,19.83,10.35,0.722,44.4,0,2.556,19.69,6.753,0.684,51.73,,0,2.322,16.37,-0.615,0.65,76.6,,0,0.61,,,,,,,
2011/10/21,2011,294,20.88,11.38,0.726,42.01,0,2.452,19.64,8.98,0.671,46.49,,0,2.211,17.32,1.312,0.664,72.2,,0,0.664,,,,,,,
2011/10/22,2011,295,19.42,10.79,0.708,43.83,0,2.782,18.36,7.02,0.67,51.6,,0,2.555,15.36,-0.276,0.631,75.1,,0,0.794,,,,,,,
2011/10/23,2011,296,21.79,11.25,0.705,40.54,0,2.798,20.92,7.66,0.667,47.39,,0,2.133,18.02,0.065,0.648,74.1,,0,0.561,,,,,,,
2011/10/24,2011,297,23.62,11.79,0.612,32.08,0,1.513,21.06,10.43,0.572,34.93,,0,2.282,19.09,0.663,0.628,62.35,,0,0.869,,,,,,,
2011/10/25,2011,298,14.81,6.273,0.736,60.69,0,1.47,10.52,2.52,0.654,66.85,,0,1.355,8.07,-2.283,0.588,80.2,,0,0.605,,,,,,,
2011/10/26,2011,299,10.2,3.979,0.475,49.32,0,2.029,8.87,-0.195,0.404,50.99,,0,2.017,6.562,-6.426,0.386,70.2,,0,0.546,,,,,,,
2011/10/27,2011,300,11.85,2.57,0.321,34.31,0,2.396,10.61,-1.106,0.301,40.17,,0,2.268,7.13,-7.56,0.316,64.62,,0,0.638,,,,,,,
2011/10/28,2011,301,14.09,4.114,0.273,24.97,0,2.489,12.62,0.249,0.274,31.36,,0,2.435,9.81,-7.52,0.314,61.09,,0,0.584,,,,,,,
2011/10/29,2011,302,16.3,5.643,0.363,29.36,0,1.904,14.71,3.638,0.336,31.82,,0,2.308,12.73,-4.606,0.366,58.69,,0,0.707,,,,,,,
2011/10/30,2011,303,18.19,7.93,0.604,44.06,0,2.576,16.73,4.303,0.56,51.01,,0,2.588,13.95,-3.537,0.505,74.5,,0,0.731,,,,,,,
2011/10/31,2011,304,19.19,7.67,0.62,41.38,0,1.572,17.93,6.707,0.576,45.28,,0,2.102,15.32,-1.95,0.557,69.95,,0,0.75,,,,,,,
2011/11/01,2011,305,11.47,2.667,0.709,72,11.68,1.257,9.87,-2.26,0.616,76.1,,9.14,1.343,6.772,-7.8,0.579,94.2,,0,0.666,,,,,,,
2011/11/02,2011,306,9.16,0.177,0.412,51.56,0,1.935,7.49,-3.235,0.37,56.81,,0,2.452,3.173,-9.65,0.357,84.6,,0,0.531,,,,,,,
2011/11/03,2011,307,14.74,1.59,0.39,39.2,0,1.388,13.03,-0.959,0.336,37.87,,0,2.285,10.01,-8.38,0.389,76,,0,0.592,,,,,,,
2011/11/04,2011,308,17.26,2.366,0.46,40.14,1.27,2.205,14.36,0.113,0.429,44.73,,0.254,3.794,12.58,-2.894,0.454,68.08,,0,1.161,,,,,,,
2011/11/05,2011,309,4.212,-0.509,0.554,81.5,0.254,1.216,0.268,-4.433,0.467,85.5,,0,1.484,-2.536,-10.13,0.381,91.9,,0,1.009,,,,,,,
2011/11/06,2011,310,7.84,-0.618,0.496,64.94,4.572,1.652,5.57,-4.191,0.444,73.4,,2.794,1.296,2.059,-10.5,0.371,84.5,,0,0.494,,,,,,,
2011/11/07,2011,311,7.31,1.38,0.603,75,0,1.201,5.039,-2.25,0.515,78.9,,0,1.083,2.76,-6.774,0.431,88.6,,0,0.461,,,,,,,
2011/11/08,2011,312,6.393,-0.481,0.497,69.11,0,1.681,4.812,-4.349,0.425,74.7,,0,1.884,0.913,-10.83,0.346,86.4,,0,0.598,,,,,,,
2011/11/09,2011,313,8.66,-0.276,0.403,53.07,0,2.231,7.08,-4.507,0.357,60.3,,0,2.294,3.418,-11.97,0.305,82.3,,0,0.487,,,,,,,
2011/11/10,2011,314,11.2,0.832,0.416,47.97,0,1.304,11.57,-2.222,0.347,45.73,,0,2.334,9.45,-9.51,0.342,75.4,,0,0.479,,,,,,,
2011/11/11,2011,315,10.92,1.834,0.398,40,0,1.111,11.26,0.368,0.342,38.45,,0,2.325,9.18,-8.24,0.365,68.3,,0,0.555,,,,,,,
2011/11/12,2011,316,11.54,1.834,0.594,61.52,0,2.57,9.14,-0.424,0.545,68.83,,0.254,4.422,5.936,-3.636,0.501,79.2,,0,0.981,,,,,,,
2011/11/13,2011,317,10.65,3.83,0.731,77,6.604,1.205,8.48,0.778,0.645,81.8,,5.08,1.808,4.918,-2.555,0.584,95.7,,0,1.024,,,,,,,
2011/11/14,2011,318,13.66,5.293,0.432,39.37,0,2.22,11.65,1.866,0.383,42.74,,0,3.042,8.12,-5.018,0.397,64.91,,0,1.278,,,,,,,
2011/11/15,2011,319,9.17,3.759,0.452,46.57,0,1.13,7.15,-0.232,0.403,50.46,,0,1.804,3.952,-5.472,0.387,64.8,,0,0.971,,,,,,,
2011/11/16,2011,320,8.77,2.064,0.394,45.06,0,1.383,7.95,-1.673,0.355,51.41,,0,1.634,3.318,-6.884,0.329,68.53,,0,0.603,,,,,,,
2011/11/17,2011,321,14.38,4.123,0.385,33.27,0,1.482,12.4,1.077,0.39,39.61,,0,3.04,9.12,-6.945,0.419,67.66,,0,0.823,,,,,,,
2011/11/18,2011,322,13,2.207,0.549,52.4,0,2.113,10.54,-0.079,0.509,57.93,,0,3.865,7.67,-2.846,0.473,66.04,,0,0.624,,,,,,,
2011/11/19,2011,323,5.551,0.438,0.57,80.1,8.38,0.963,2.319,-3.031,0.494,86.8,,3.556,1.398,-0.218,-9.2,0.39,90.5,,0,0.874,,,,,,,
2011/11/20,2011,324,9.16,0.001,0.641,78.9,0,0.871,6.927,-2.616,0.573,73.5,,0,1.504,4.997,-8.13,0.524,89.9,,0,0.501,,,,,,,
2011/11/21,2011,325,8.86,3.835,0.813,86.2,10.16,1.417,7.68,1.884,0.712,91.1,,10.92,1.409,5.016,-2.671,0.618,98.7,,0,0.559,,,,,,,
2011/11/22,2011,326,13.59,5.269,0.651,60.11,0,2.327,11.18,1.977,0.584,66.97,,0,2.443,8.78,-4.585,0.52,88.9,,0,0.479,,,,,,,
2011/11/23,2011,327,17.51,5.284,0.503,39.91,0,1.437,16.37,4.401,0.457,41.38,,0,2.559,13.2,-4.243,0.501,81.9,,0,0.453,,,,,,,
2011/11/24,2011,328,14.92,8.33,0.497,36.56,0,2.117,12.6,4.693,0.467,41.04,,0,3.817,10.1,-2.029,0.491,69.63,,0,0.981,,,,,,,
2011/11/25,2011,329,10.77,1.905,0.519,49.72,0,2.325,7.75,-2.35,0.453,53.73,,0,2.465,4.617,-8.45,0.434,73.1,,0,0.845,,,,,,,
2011/11/26,2011,330,6.967,-0.41,0.3,40.66,0,1.88,5.659,-4.066,0.283,48.35,,0,2.205,1.804,-10.92,0.273,74.7,,0,0.485,,,,,,,
2011/11/27,2011,331,11.4,0.682,0.348,40.6,0,1.22,11.41,-1.408,0.311,41.32,,0,2.15,8.75,-8.85,0.355,74.8,,0,0.453,,,,,,,
2011/11/28,2011,332,9.63,1.869,0.539,60.24,0,0.783,8.82,1.977,0.474,55.37,,0,1.668,9.4,-5.155,0.473,79,,0,0.47,,,,,,,
2011/11/29,2011,333,11.9,2.251,0.54,56.36,0,1.144,11.07,-0.351,0.448,53.08,,0,2.183,9.95,-4.998,0.438,79.6,,0,0.454,10.65,6.876,0.273,24.6,,2.794,1.275
2011/11/30,2011,334,7.75,3.236,0.62,69.96,0.254,1.322,7.24,0.931,0.513,66.94,,0,2.07,3.449,-4.203,0.462,83,,0,0.772,9.17,0.905,0.295,37.41,,0,0.924
2011/12/01,2011,335,5.714,0.714,0.357,45,0.254,7.71,3.021,-2.277,0.315,47.94,,0.254,8.29,0.54,-6.464,0.281,54.18,,0,1.471,8.26,-2.814,0.346,46.98,,0,1.941
2011/12/02,2011,336,5.636,-1.548,0.396,58.8,0,1.6,3.811,-4.366,0.349,63.64,,0,2.345,0.232,-10.44,0.298,75.4,,0,0.703,-1.156,-7.17,0.314,72.2,,0.254,5.527
2011/12/03,2011,337,4.455,-2.26,0.413,66.24,0,1.878,3.001,-6.446,0.336,67.37,,0,1.783,-0.044,-12.94,0.268,73.1,,0,0.6,0.733,-8.32,0.226,53.65,,0,3.228
2011/12/04,2011,338,0.002,-2.84,0.39,69.58,0,1.439,-2.302,-6.784,0.33,74.2,,0,2.098,-5.787,-13.14,0.273,85.3,,0,0.537,-2.964,-9.84,0.248,75.1,,0,2.5
2011/12/05,2011,339,-0.909,-6.023,0.244,53.39,0,3.629,-2.469,-10.18,0.212,61.59,,0,3.776,-7.11,-18.08,0.17,79.6,,0,0.751,-5.134,-11.77,0.229,77.7,,0,1.007
2011/12/06,2011,340,1.191,-6.404,0.257,53.78,0,2.242,-0.433,-10.47,0.227,61.83,,0,2.511,-4.752,-17.15,0.183,79.8,,0,0.591,-8.12,-17.88,NaN,NaN,,0,2.358
2011/12/07,2011,341,3.875,-4.011,0.315,54.92,0,1.605,2.51,-7.7,0.283,61.96,,0,2.338,-0.616,-14.49,0.233,81.6,,0,0.453,-5.39,-15.24,0.18,65.89,,0,1.059
2011/12/08,2011,342,4.195,-2.378,0.421,67.33,0,0.964,2.729,-4.713,0.37,70.7,,0,1.879,0.208,-11.05,0.312,86.5,,0,0.456,1.059,-10.91,0.239,58.51,,0.508,0.885
2011/12/09,2011,343,5.797,-0.919,0.445,65.24,0,1.185,4.695,-4.161,0.37,66.09,,0,2.693,1.564,-11.32,0.296,84.5,,0,0.526,1.806,-6.203,0.3,64.61,,0,0.948
2011/12/10,2011,344,7.06,-1.692,0.382,55.61,0,1.087,6.529,-4.236,0.321,53.75,,0,2.089,3.661,-11.95,0.287,79.1,,0,0.453,2.24,-7.27,0.247,52.27,,0,0.922
2011/12/11,2011,345,6.439,-1.305,0.473,68.77,0,0.924,6.249,-3.55,0.371,55.55,,0,1.73,5.705,-8.92,0.33,76.9,,0,0.52,5.095,-5.705,0.245,41.57,,0,1.069
2011/12/12,2011,346,9.23,0.421,0.453,55.09,0,1.298,7.91,-0.55,0.388,50.52,,0,2.321,5.642,-9.17,0.351,72.3,,0,0.521,4.366,-2.359,0.223,35.61,,0,1.58
2011/12/13,2011,347,2.553,0.485,0.609,90.4,0,0.803,1.996,-1.957,0.545,90,,0,0.671,0.335,-8.35,0.476,92,,0,0.528,4.407,-3.708,0.302,57.18,,0,1.618
2011/12/14,2011,348,3.066,-0.58,0.584,88.7,0.508,1.137,0.805,-4.069,0.495,91.1,,0.254,1.166,-2.777,-10.94,0.395,96.9,,0,0.49,-1.821,-6.823,0.413,92.2,,0,1.465
2011/12/15,2011,349,0.947,-3.259,0.498,88.6,0,0.97,0.35,-6.314,0.414,86,,0,1.503,-0.679,-11.75,0.312,90.3,,0,0.508,-2.029,-7.95,0.338,86.7,,1.016,1.052
